Price,Close
2022-08-15,133.28799438476562
2022-08-16,133.14300537109375
2022-08-17,134.27699279785156
2022-08-18,134.94400024414062
2022-08-19,135.7949981689453
2022-08-22,137.04100036621094
2022-08-23,137.54600524902344
2022-08-24,136.73300170898438
2022-08-25,137.08099365234375
2022-08-26,136.56300354003906
2022-08-29,137.52000427246094
2022-08-30,138.5959930419922
2022-08-31,138.73399353027344
2022-09-01,139.29600524902344
2022-09-02,140.08099365234375
2022-09-05,140.48699951171875
2022-09-06,140.42999267578125
2022-09-07,143.1510009765625
2022-09-08,144.1280059814453
2022-09-09,143.8560028076172
2022-09-12,142.5959930419922
2022-09-13,142.5850067138672
2022-09-14,144.4040069580078
2022-09-15,142.92300415039062
2022-09-16,143.36500549316406
2022-09-19,142.76499938964844
2022-09-20,143.22300720214844
2022-09-21,143.6020050048828
2022-09-22,144.3159942626953
2022-09-23,142.27999877929688
2022-09-26,143.51100158691406
2022-09-27,144.45899963378906
2022-09-28,144.6909942626953
2022-09-29,144.3979949951172
2022-09-30,144.43099975585938
2022-10-03,144.8159942626953
2022-10-04,144.5189971923828
2022-10-05,143.78700256347656
2022-10-06,144.44900512695312
2022-10-07,145.03900146484375
2022-10-10,145.48199462890625
2022-10-11,145.6739959716797
2022-10-12,145.8699951171875
2022-10-13,146.73699951171875
2022-10-14,147.29299926757812
2022-10-17,148.6320037841797
2022-10-18,148.9709930419922
2022-10-19,149.20899963378906
2022-10-20,149.8209991455078
2022-10-21,150.17599487304688
2022-10-24,147.81900024414062
2022-10-25,148.88699340820312
2022-10-26,147.97999572753906
2022-10-27,146.13400268554688
2022-10-28,146.2740020751953
2022-10-31,147.81199645996094
2022-11-01,148.73699951171875
2022-11-02,147.9149932861328
2022-11-03,147.89199829101562
2022-11-04,148.39300537109375
2022-11-07,146.84100341796875
2022-11-08,146.62399291992188
2022-11-09,145.2949981689453
2022-11-10,146.20899963378906
2022-11-11,141.73399353027344
2022-11-14,139.55299377441406
2022-11-15,140.11500549316406
2022-11-16,138.96499633789062
2022-11-17,139.32200622558594
2022-11-18,140.41200256347656
2022-11-21,140.2530059814453
2022-11-22,142.09800720214844
2022-11-23,141.15499877929688
2022-11-24,139.2779998779297
2022-11-25,138.60299682617188
2022-11-28,139.10000610351562
2022-11-29,138.718994140625
2022-11-30,138.7449951171875
2022-12-01,137.35899353027344
2022-12-02,135.14999389648438
2022-12-05,134.47500610351562
2022-12-06,136.65199279785156
2022-12-07,136.88600158691406
2022-12-08,136.38099670410156
2022-12-09,136.61399841308594
2022-12-12,136.71200561523438
2022-12-13,137.50399780273438
2022-12-14,135.58399963378906
2022-12-15,135.34800720214844
2022-12-16,137.75100708007812
2022-12-19,136.69000244140625
2022-12-20,136.9949951171875
2022-12-21,131.89199829101562
2022-12-22,132.3699951171875
2022-12-23,132.35699462890625
2022-12-26,132.7899932861328
2022-12-27,132.76400756835938
2022-12-28,133.48599243164062
2022-12-29,134.03399658203125
2022-12-30,132.91600036621094
2023-01-02,130.84500122070312
2023-01-03,130.79400634765625
2023-01-04,131.2480010986328
2023-01-05,132.24600219726562
2023-01-06,133.3070068359375
2023-01-09,131.86199951171875
2023-01-10,131.72900390625
2023-01-11,132.1009979248047
2023-01-12,131.90199279785156
2023-01-13,129.1719970703125
2023-01-16,128.0260009765625
2023-01-17,128.3209991455078
2023-01-18,128.281005859375
2023-01-19,128.53900146484375
2023-01-20,128.3699951171875
2023-01-23,129.35400390625
2023-01-24,130.5970001220703
2023-01-25,130.23899841308594
2023-01-26,129.23699951171875
2023-01-27,129.8000030517578
2023-01-30,129.85400390625
2023-01-31,130.47900390625
2023-02-01,130.11000061035156
2023-02-02,128.6219940185547
2023-02-03,128.74600219726562
2023-02-06,132.00900268554688
2023-02-07,132.6230010986328
2023-02-08,131.04200744628906
2023-02-09,131.38699340820312
2023-02-10,131.5189971923828
2023-02-13,131.55099487304688
2023-02-14,132.33700561523438
2023-02-15,132.99099731445312
2023-02-16,133.9029998779297
2023-02-17,134.07400512695312
2023-02-20,134.3070068359375
2023-02-21,134.33599853515625
2023-02-22,134.9759979248047
2023-02-23,134.9320068359375
2023-02-24,134.6280059814453
2023-02-27,136.39500427246094
2023-02-28,136.31700134277344
2023-03-01,136.34800720214844
2023-03-02,136.19400024414062
2023-03-03,136.7050018310547
2023-03-06,135.86000061035156
2023-03-07,135.99899291992188
2023-03-08,137.39100646972656
2023-03-09,137.2259979248047
2023-03-10,136.39500427246094
2023-03-13,134.97999572753906
2023-03-14,133.11399841308594
2023-03-15,134.39700317382812
2023-03-16,132.9290008544922
2023-03-17,133.3679962158203
2023-03-20,132.28399658203125
2023-03-21,131.39199829101562
2023-03-22,132.34800720214844
2023-03-23,131.1790008544922
2023-03-24,130.86500549316406
2023-03-27,130.8459930419922
2023-03-28,131.23300170898438
2023-03-29,131.04600524902344
2023-03-30,132.5760040283203
2023-03-31,133.2010040283203
2023-04-03,133.3470001220703
2023-04-04,132.2989959716797
2023-04-05,131.48500061035156
2023-04-06,130.9340057373047
2023-04-07,131.66900634765625
2023-04-10,132.0970001220703
2023-04-11,133.468994140625
2023-04-12,133.593994140625
2023-04-13,133.0850067138672
2023-04-14,132.48699951171875
2023-04-17,133.9709930419922
2023-04-18,134.4250030517578
2023-04-19,134.04400634765625
2023-04-20,134.70399475097656
2023-04-21,133.99600219726562
2023-04-24,133.96099853515625
2023-04-25,134.08399963378906
2023-04-26,133.71099853515625
2023-04-27,133.46499633789062
2023-04-28,133.802001953125
2023-05-01,136.38600158691406
2023-05-02,137.52099609375
2023-05-03,136.46600341796875
2023-05-04,134.54400634765625
2023-05-05,134.1790008544922
2023-05-08,135.19900512695312
2023-05-09,135.072998046875
2023-05-10,135.28799438476562
2023-05-11,134.08700561523438
2023-05-12,134.4980010986328
2023-05-15,135.82200622558594
2023-05-16,136.0449981689453
2023-05-17,136.42999267578125
2023-05-18,137.61399841308594
2023-05-19,138.6199951171875
2023-05-22,137.69200134277344
2023-05-23,138.6719970703125
2023-05-24,138.59800720214844
2023-05-25,139.2830047607422
2023-05-26,140.01699829101562
2023-05-29,140.87100219726562
2023-05-30,140.4409942626953
2023-05-31,139.79200744628906
2023-06-01,139.1269989013672
2023-06-02,138.7480010986328
2023-06-05,140.20700073242188
2023-06-06,139.38299560546875
2023-06-07,139.52699279785156
2023-06-08,139.8990020751953
2023-06-09,138.86300659179688
2023-06-12,139.37100219726562
2023-06-13,139.4600067138672
2023-06-14,140.177001953125
2023-06-15,139.9770050048828
2023-06-16,140.26800537109375
2023-06-19,141.86700439453125
2023-06-20,141.8990020751953
2023-06-21,141.3350067138672
2023-06-22,141.68800354003906
2023-06-23,143.02999877929688
2023-06-26,143.54100036621094
2023-06-27,143.4600067138672
2023-06-28,143.8820037841797
2023-06-29,144.38900756835938
2023-06-30,144.77999877929688
2023-07-03,144.3979949951172
2023-07-04,144.58399963378906
2023-07-05,144.406005859375
2023-07-06,144.48899841308594
2023-07-07,143.9510040283203
2023-07-10,142.20899963378906
2023-07-11,141.2969970703125
2023-07-12,140.1179962158203
2023-07-13,138.31500244140625
2023-07-14,138.0749969482422
2023-07-17,138.6820068359375
2023-07-18,138.72900390625
2023-07-19,139.02699279785156
2023-07-20,139.59800720214844
2023-07-21,139.86399841308594
2023-07-24,141.75
2023-07-25,141.52200317382812
2023-07-26,140.91299438476562
2023-07-27,140.36700439453125
2023-07-28,138.86399841308594
2023-07-31,140.75799560546875
2023-08-01,142.322998046875
2023-08-02,142.97000122070312
2023-08-03,143.343994140625
2023-08-04,142.59800720214844
2023-08-07,141.87600708007812
2023-08-08,142.5240020751953
2023-08-09,143.2779998779297
2023-08-10,143.7270050048828
2023-08-11,144.85400390625
2023-08-14,144.81700134277344
2023-08-15,145.43699645996094
2023-08-16,145.60800170898438
2023-08-17,146.33299255371094
2023-08-18,145.71400451660156
2023-08-21,145.30499267578125
2023-08-22,146.23800659179688
2023-08-23,145.76300048828125
2023-08-24,144.67300415039062
2023-08-25,146.06700134277344
2023-08-28,146.531005859375
2023-08-29,146.46400451660156
2023-08-30,145.98800659179688
2023-08-31,146.0989990234375
2023-09-01,145.47300720214844
2023-09-04,146.0570068359375
2023-09-05,146.54299926757812
2023-09-06,147.4709930419922
2023-09-07,147.70899963378906
2023-09-08,147.33099365234375
2023-09-11,147.11300659179688
2023-09-12,146.67799377441406
2023-09-13,147.1580047607422
2023-09-14,147.3459930419922
2023-09-15,147.48199462890625
2023-09-18,147.8679962158203
2023-09-19,147.60499572753906
2023-09-20,147.74200439453125
2023-09-21,148.3209991455078
2023-09-22,147.6439971923828
2023-09-25,148.4340057373047
2023-09-26,148.81100463867188
2023-09-27,149.0449981689453
2023-09-28,149.4980010986328
2023-09-29,149.33700561523438
2023-10-02,149.5399932861328
2023-10-03,149.8509979248047
2023-10-04,149.19200134277344
2023-10-05,148.96600341796875
2023-10-06,148.46299743652344
2023-10-09,149.16000366210938
2023-10-10,148.32699584960938
2023-10-11,148.6280059814453
2023-10-12,149.03599548339844
2023-10-13,149.7899932861328
2023-10-16,149.5659942626953
2023-10-17,149.5780029296875
2023-10-18,149.75900268554688
2023-10-19,149.74200439453125
2023-10-20,149.802001953125
2023-10-23,149.8800048828125
2023-10-24,149.7689971923828
2023-10-25,149.85400390625
2023-10-26,150.09800720214844
2023-10-27,150.36599731445312
2023-10-30,149.73300170898438
2023-10-31,149.11099243164062
2023-11-01,151.29400634765625
2023-11-02,150.5749969482422
2023-11-03,150.4969940185547
2023-11-06,149.44900512695312
2023-11-07,149.98899841308594
2023-11-08,150.39599609375
2023-11-09,150.86399841308594
2023-11-10,151.3489990234375
2023-11-13,151.468994140625
2023-11-14,151.64599609375
2023-11-15,150.48500061035156
2023-11-16,151.21499633789062
2023-11-17,150.7050018310547
2023-11-20,149.94200134277344
2023-11-21,148.36199951171875
2023-11-22,148.15199279785156
2023-11-23,149.4600067138672
2023-11-24,149.63499450683594
2023-11-27,149.5709991455078
2023-11-28,148.45199584960938
2023-11-29,147.06300354003906
2023-11-30,147.03900146484375
2023-12-01,147.99899291992188
2023-12-04,146.39300537109375
2023-12-05,147.32699584960938
2023-12-06,147.18499755859375
2023-12-07,147.1840057373047
2023-12-08,144.2779998779297
2023-12-11,144.98300170898438
2023-12-12,146.0850067138672
2023-12-13,145.27999877929688
2023-12-14,142.7729949951172
2023-12-15,142.2790069580078
2023-12-18,142.31300354003906
2023-12-19,142.7220001220703
2023-12-20,143.88900756835938
2023-12-21,143.5229949951172
2023-12-22,142.07000732421875
2023-12-25,142.3419952392578
2023-12-26,142.22999572753906
2023-12-27,142.46099853515625
2023-12-28,141.3990020751953
2023-12-29,141.42999267578125
